aal ale
festmachend tightening
feststehend stationary
feststellend noticing
fett bold
feucht damp
feuchtkalt clammily
feuerfest fireproof
feuersicher flameproof
feurig fierily
fiebrig feverish
fiel fell
figuriert figured
filtern drain
filternd filtrating
filtert filtrates
finanziell financially
finanziert financed
finanzstark heeled
finden find
findend encountering
findet finds
findig resourceful
fing caught
finster gauntly
fischend fishing
fixieren locate
fixierend fixing
fixiert fixes
flach flat
flackern flare
flackernd flaring
flackert flares
flackerte flickered
flammen flame
flankiert flanks
flankierte flanked
flattern flutter
flatternd fluttering
flattert flutters
flechten wattle
fleckig patchy
flegelhaft boorish
flehend praying
fleischfressend carnivorous
fleischig beefily
fleischlich carnal
fleissig diligent
flicken botch
flickt botches
fliegen fly
fliegend winging
fliegt flies
fliehend fleeing
fliessen flow
fliessend floating
fliesst flows
flink nimble
flirten flirt
flirtend flirting
flirtet flirts
flockige flaky
flog flew
fluchten align
fluechtend resorting
fluechtet resorts
fluechtig flighty
fluessig fluid
fluestern whisper
fluesternd whispering
fluestert whispers
foerdern lift
foerdernd promoting
foerdert promotes
foermlich formerly
folgen ensue
folgend ensuing
folgerichtig consistent
folgern infer
folgernd inferring
folgert infers
folgt ensues
folternd torturing
foltert tortures
fordern postulate
fordernd postulating
fordert postulates
formatierend formating
formatiert formated
formell formal
formend sculpturing
formlos informal
formt forms
formulieren formulate
formulierend formulating
formuliert formulated
forsch brisk
forschen research
forschend questing
forscht quests
fortgefahren proceeded
fortgeschritten preceded
fortgesetzt continually
fortlaufend consecutively
fortlaufende consecutive
fortschreiten advance
fortschreitend advancing
fortschrittlich progressive
fortsetzen continue
fortsetzend proceeding
fortwaehrend continual
fragen ask
fragend asking
fraglich questionable
fraglos unquestionable
fragt asks
fragwuerdig questionably
franzoesisch french
fraulich wifelily
frech cheeky
frecher cheekier
frechste cheekiest
frei free
freigeben deallocate
freigebend releasing
freigebig bounteously
freigesprochen acquitted
freimachen disengage
freimuetig outspoken
freisprechen acquit
freisprechend acquitting
freiwillig voluntarily
fremd foreign
fremdartige unfamiliar
fremde strange
fremder alien
fressen guzzle
fressend guzzling
freude fun
freudig glad
freudlos cheerless
freundlich befriending
freundschaftlich amicable
friedlich peaceable
frisch dewy
frischer dewier
frischste dewiest
frisst guzzles
froehlich happily
froestelnd shivery
froh glad
frohlocken exult
frohlockend exulting
frohlockt exults
frohlockte exulted
fromm pious
frostig chilly
fruchtbar fecund
frueh early
frueher anterior
fruehere former
fruehreif premature
frustriert dissatisfied
fuchsartig foxy
fuehlbar palpable
fuehlen feel
fuehlend sensing
fuehlt feels
fuehlte felt
fuehren guide
fuehrend guiding
fuehrt leads
fuellen brimmed
fuellend filling
fuellt fills
fuenf five
fuenffach quintuple
fuenfte fifth
fuenfzehn fifteen
fuenfzehnte fifteenth
fuenfzig fifty
fuenfzigste fiftieth
fuer for
fuerchten fear
fuerchtend fearing
fuerchterlich dreadful
fuerchtet fears
fuettern feat
fuetterte feeded
fuhr drove
funkeln scintillate
funkelnd scintillating
funkelt scintillates
funkelte scintillated
funktionell functionally
funktionierend functioning
funktionsfaehig operative
funktionsgemaess functional
furchtbar dreadful
furchtlos dauntless
furchtsam fearful
furnierend veneering
furnierte veneered
fusseln fuzz
fusselnd fuzzing
fusselt fuzzes
gab gave
gaeergert galled
gaehnen gape
gaehnend gaping
gaehnt gapes
gaenzlich wholly
ganz quite
ganze whole
garantieren guarantee
garantierend guaranting
garantiert guaranted
garnieren garnish
garnierend garnishing
garniert garnishes
garnierte garnished
garstig nasty
gasfoermige gaseous
gasvergiftet gassed
geachtet esteemed
geaendert altered
geaergert fretted
geaeussert uttered
geantwortet answered
gearbeitet operated
geartet mannered
gebacken baked
gebadet bathed
gebaendigt subdued
geballt cumulative
gebastelt tinkered
gebaut built
geben give
gebend giving
gebieterisch authoritative
gebildet educated
gebilligt approved
gebissen bitten
geblasen blown
gebleicht bleached
geblendet dazzled
geblieben abode
geblinkt blinked
geblutet bled
gebogen bent
gebootet booted
geboren born
geborgen salvaged
geboten bade
gebracht brought
gebraeuchlich useable
gebraeunt tanned
gebrannt blazed
gebrauchen disusenichtmehr
gebraucht uses
gebraust blustered
gebraut brewed
gebrochen refracted
gebrochene broken
gebruellt bellowed
gebruetet hatched
gebuendelt bundled
gebuergt bailed
gebuerstet brushed
gebuesst atoned
gebummelt strolled
gebumst thumped
gebunden bound
gecached cached
gedacht thought
gedaempft muted
gedampft steamed
gedankenlos thoughtless
gedankenvoll pensive
gedankt thanked
gedauert lasted
gedehnt stretched
gedeihen prosper
gedeihend thriving
gedeiht thrives
gedemuetigt humbled
gediehen thrived
gedient conduced
gedoest snoozed
gedonnert thundered
gedraengt terse
gedreht revolved
gedroht impended
gedruckt printed
gedrueckt depressed
geduerstet thirsted
geduldig patient
geduscht douched
geehrt honored
geehrte revered
geeicht gauged
geeignet apt
geeilt hasted
geeitert suppurated
geerbt inherited
geernted harvested
gefaehrden endanger
gefaehrdend endangering
gefaehrdet endangered
gefaehrdete imperiled
gefaehrlich dangerous
gefaellig complaisant
gefaellt pleased
gefaelscht falsified
gefaerbt coloured
gefahren navigated
gefallen dropped
gefallend pleasing
gefaltet folded
gefaltete fold
gefalzt grooved
gefangen trapped
gefangene captured
gefaulenzt lounged
gefeiert celebrated
gefeilscht haggled
gefesselt enchained
gefiedert feathered
gefiltert filtrated
gefischt fished
geflackert flared
geflattert fluttered
gefleckt mottled
geflirtet flirted
geflogen flown
geflohen fleed
geflossen flowed
gefluechtet resorted
gefluestert whispered
gefoerdert sponsored
gefolgert inferred
gefolgt ensued
gefoltert tortured
gefordert postulated
geformt formed
geforscht quested
gefraessig gluttonous
gefragt asked
gefressen guzzled
gefroren freezed
gefuehllos emotionless
gefuehlsmaessig emotional
gefuehlvoll lyrical
gefuehrt guided
gefuellt filled
gefuellte stuffed
gefuerchtet feared
gefuettert fed
gefunden finding
gefunkelt sparkled
gefusselt fuzzed
gegabelt forked
gegaehnt gaped
gegangen gone
gegeaehnt yawned
gegeben given
gegebene donated
gegen against
gegenseitig mutual
gegenueber opposite
gegenuebergestellt confronted
gegenueberliegend oppositely
gegenueberstellen confront
gegenueberstellend confronting
gegenwaertig presently
geglaettet sleeked
geglaubt believed
geglitten glided
geglitzert glinted
gegossen poured
gegraben digged
gegraupelt sleeted
gegrenzt abutted
gegriffen gripped
gegrillt broiled
gegrinst smirked
gegruebelt mused
gegruendet based
gegruesst greeted
gegrunzt grunted
geguertet girt
gegurgelt gurgled
gehackt hacked
gehaengt gibbeted
gehaertet hardened
gehaeuft heaped
gehaeutet skinned
gehalten held
gehaltlos inane
gehandelt agitated
gehandhabt managed
geharkt raked
gehasst hated
gehastet bustled
geheftet tacked
geheiligt hallowed
geheilt healed
geheim occult
geheimnisvoll mysterious
geheiratet married
gehemmt trigged
gehen go
gehend going
geherrscht dominated
gehetzt badgered
geheuchelt feigned
gehindert embarrassed
gehinkt limped
gehoben hewed
gehoeren appertain
gehoerend appertaining
gehoert appertains
gehoerte appertained
geholfen aided
geholt fetched
gehorchend obeying
gehorcht harked
gehorchte obeied
gehorsam obedient
geht goes
gehuepft frisked
gehungert famished
geimpft vaccinated
geisterhaft ghostly
geistesabwesend absent-minded
geistesschwach imbecile
geistig mental
geistlos spiritless
geistvoll spirited
geizig avaricious
gejagt hounded
gejault yipped
gejuckt itched
gekachelt tiled
gekaempft struggled
gekauert cowered
gekaut chawed
gekeift jangled
gekeimt germed
gekentert capsized
gekerbt nicked
gekeucht gasped
gekichert chuckled
gekippt tilted
gekittet puttied
gekitzelt tickled
geklaert cleared
geklagt complained
geklammert clasped
geklappert clattered
geklatscht clapped
gekleidet clad
geklemmt jammed
geklettert clambered
geklimpert thrummed
geklingelt jingled
geklopft tapped
geklungen clinkered
geknackt cracked
geknebelt gagged
geknetet kneaded
geknied kneeled
gekniet knelt
gekniffen nipped
geknirscht gnashed
geknotet knotted
geknurrt growled
geknutschte petted
gekocht boiled
gekochte cooked
gekoedert decoyed
gekoepft decapitated
gekoernt granulated
gekrabbelt scrabbled
gekraechzt cawed
gekraeftigt innervated
gekraeht crowed
gekraenkt aggrieved
gekratzt scraped
gekreischt shrieked
gekreist gyrated
gekritzelt scrawled
gekrochen crawled
gekruemelt crumbed
gekruemmt humped
gekuehlt refrigerated
gekuerzt abridged
gekuesst kissed
gekuppelt pimped
gekuschelt snuggled
gelacht laughed
geladen charged
gelaechelt simpered
gelaehmt palsied
gelaermt fussed
gelaeutet knolled
gelassen unperturbed
gelauert lurked
gelaufen trended
gelb yellow
gelblich yellowish
geleert depleted
gelegentlich casual
gelegt lied
gelehnt leaned
gelehrig docile
gelehrt erudite
gelehrte bookish
geleimt glued
geleitet conducted
gelenk hinge
gelernt learnt
gelesen readed
geleugnet disclaimed
geliebt beloved
geliehen borrowed
gelierend jellying
geliert jellied
gelindert allayed
gelingt succeed
gelispelt lisped
gelitten suffered
gelockert limbered
gelockt enticed
geloeffelt spooned
geloescht blanked
geloest detached
geloetet soldered
gelohnt remunerated
gelyncht lynched
gemacht made
gemaechlich leisurely
gemaeht mowed
gemaess pursuant
gemaessigt moderated
gemaestet crammed
gemahlen milled
gemahnt dunned
gemalt painted
gemartert martyred
gemausert molted
gemaust pilfered
gemein rascally
gemeinsam common
gemeldet notified
gemessen measured
gemieden eschewed
gemietet leased
gemildert mitigated
gemindert impaired
gemischt blent
gemischte miscellanous
gemolken milked
gemuetlich comfortable
gemurmelt mumbled
gemustert patterned
genaehert approached
genaehrte nourished
genaeht needled
genagt gnawed
genannt called
genau accurate
geneckt bantered
genehmigen approve
geneigt inclined
geneppt vamped
genesen convalesce
genial ingenious
geniesst sneezed
genippt sipped
genistet nestled
genoergelt nagged
genommen kept
genuegen suffice
genuegend sufficient
genuegt suffices
genuegte sufficed
genuetzt profitted
genug enough
geoeffnet opened
geografisch geographic
geopfert sacrificed
geordert ordered
geordnet classified
gepackt grappled
gepafft whiffed
gepanzert ironclad
geparkt parked
gepatcht patched
gepeitscht flogged
gependelt shuttled
gepfiffen whistled
gepflanzt planted
gepflastert paved
gepflegt fostered
gepflegte cherished
gepfuscht fudged
geplagt bothered
geplanscht swashed
geplant projected
geplappert jabbered
geplatscht plashed
geplatzt bursted
geplaudert nattered
gepluendert harried
gepraegt minted
geprahlt boasted
gepresst huddled
geprobt rehearsed
geprueft examined
gepruegelt thrashed
gepuffert buffered
geputzt furbished
gequaelt smitten
gequaelte agonized
gequakt quacked
gequetscht squished
gequiekt squeaked
gequollen welled
gerade even
geradewegs straight
geradlinig linearly
geraecht avenged
geraekelt lolled
geraeucherte cured
geraeumig capacious
geraeumt evacuated
geraeuschlos noiseless
geraeuschvoll noisy
geraschelt rustled
geraspelt rasped
gerasselt rattled
gerast raved
geraten advised
geraubt raped
geraucht reeked
gerauft scuffled
gerechnet computed
geregelt regulated
geregnet rained
gereift matured
gereiht ranked
gereimt rhymed
gereinigt cleaned
gereinitg scoured
gereist toured
gereizt excited
gerettet rescued
gerichtet directed
gerichtlich judicial
gerieben chafed
geringer minor
geringfuegig pettily
geringfuegigst minimally
geringschaetzig contemptuous
geringste least
gerissen shiftily
gerochen smelt
gerodelt tobogganed
geroestet parched
geroetet reddened
gerollt rolled
gerostet oxidized
geruchlos scentless
gerudert sculled
geruehmt vaunted
geruehrt stired
geruhen condescend
geruhend condescending
geruht condescends
geruhte condescended
gerumpelt rumbled
gerundet rounded
gerunzelt wrinkled
gesackt sagged
gesaettigt sated
gesaeuert soured
gesalzen salted
gesammelt collected
gesamt total
gesandt posted
gesaugt sucked
geschadet harmed
geschaedigt mared
geschaelt hulled
geschaerft sharpened
geschaetzt appraised
geschaeumt foamed
geschaffen created
geschah happened
geschaltet switched
geschaudert shivered
geschaufelt scooped
geschaukelt dandled
geschehen happen
geschehend happening
gescherzt froliced
geschickt neatly
geschieht happens
geschildert depicted
geschimpft inveighed
geschlachtet slaughtered
geschlaengelt wormed
geschlafen nodded
geschlagen battered
geschlechtlich sexual
geschlechtslos neuterly
geschlendert roamed
geschleppt hauled
geschleudert flung
geschlichen skulked
geschlitzt slitted
geschlossen closed
geschluchzt sobbed
geschluckt swallowed
geschluepft slipt
geschlummert slumbered
geschlurft scuffed
geschmacklos flavorless
geschmackvoll tasteful
geschmeckt smacked
geschmeichelt coaxed
geschmeidig lithe
geschmerzt ached
geschmiert lubricated
geschmollt pouted
geschmolzen liquefied
geschmort stewed
geschmueckt decorated
geschmuggelt smuggled
geschnappt nabbed
geschnarcht snored
geschnattert cackled
geschneidert tailored
geschneit snowed
geschnibbelt whittled
geschnippt snipped
geschnueffelt sniffed
geschnurrt purred
geschoben shoved
gescholten chid
geschossen shooted
geschraubt screwed
geschrieben typed
geschrieen cried
geschrien vociferated
geschritten treaded
geschrumpft shrivelled
geschruppt scrubbed
geschuettelt shaken
geschuetzt protected
geschuetzte protective
